Card Name,Rarity,Number,Price,Market Price,Listing Count,Mention Count
Windwitch - Glass Bell,Ultra Rare,#RATE-EN098,$2.48,$3.36,107,2
Blazewing Butterfly,Super Rare,#TAEV-EN089,$0.10,$0.69,74,0
Virtual World Mai-Hime - Lulu,Prismatic Secret Rare,#MP21-EN173,$0.27,$0.75,234,0
Nimble Beaver,Common / Short Print,#MP18-EN129,$0.77,$1.43,62,0
Gravekeeper's Commandant,Rare,#FOTB-EN015,$1.65,$2.97,96,3
Virtual World Gate - Qinglong,Super Rare,#OP16-EN011,$0.99,$2.34,49,0
Invader of Darkness,Secret Rare,#IOC-EN111,$1.48,$2.49,13,0
Number C101: Silent Honor DARK (UTR),Ultimate Rare,#LVAL-EN046,$7.00,$12.86,62,0
Slifer the Sky Dragon,Secret Rare,#CT13-EN001,$0.86,$2.57,112,6
Obelisk the Tormentor,Ultra Rare,#MVP1-ENSV5,$0.25,$0.94,106,10
Beelze of the Diabolic Dragons,Secret Rare,#LCKC-EN071,$1.00,$3.35,78,0
Vanquish Soul Dust Devil,Super Rare,#WISU-EN024,$0.04,$0.12,204,0
Ultimaya Tzolkin,Super Rare,#DOCS-ENSE1,$2.99,$15.40,2,0
Ashura King,Secret Rare,#POTE-EN048,$0.49,$1.00,158,0
Number C32: Shark Drake Veiss (Ghost Rare),Ghost Rare,#ABYR-EN039,$11.00,$25.66,89,0
Moon Mirror Shield,Common / Short Print,#SDCL-EN030,$0.50,$1.67,58,0
Artifact Durendal (UTR),Ultimate Rare,#PRIO-EN049,$6.06,$8.53,69,0
Sky Striker Maneuver - Scissors Cross (IGAS-ENSP1),Ultra Rare,#IGAS-ENSP1,$1.00,$1.37,47,0
Red Dragon Archfiend,Ultra Rare,#TDGS-EN041,$3.88,$10.96,41,25
Doodle Beast - Stego,Secret Rare,#BLCR-EN032,$0.15,$0.47,229,0
Titaniklad the Ash Dragon,Ultra Rare,#MP21-EN125,$0.10,$0.37,248,6
Traptrix Allomerus,Ultra Rare,#ETCO-EN045,$1.50,$2.47,85,8
Raidraptor - Call,Ultra Rare,#WIRA-EN025,$2.00,$4.03,20,0
Gyaku-Gire Panda,Common / Short Print,#DCR-EN021,$0.96,$1.16,43,0
Ni-Ni the Mirror Mikanko,Super Rare,#AMDE-EN026,$0.13,$0.29,187,0
Double or Nothing!,Ultra Rare,#DUPO-EN064,$0.15,$0.88,167,0
Amazoness Swords Woman (Secret Rare),Secret Rare,#SGX3-END02,$1.02,$1.16,45,0
Gear Gigant X,Rare,#MAGO-EN131,$0.66,$0.87,96,0
Raiza the Mega Monarch,Secret Rare,#MP15-EN091,$1.50,$2.55,63,0
Forbidden Chalice,Common / Short Print,#LEHD-ENB16,$0.42,$0.50,129,0
Scrap Raptor,Super Rare,#OP17-EN011,$0.49,$0.85,90,3
Royal Firestorm Guards,Secret Rare,#GLAS-EN087,$30.00,$38.25,37,0
Rescue-ACE Fire Attacker,Rare,#AMDE-EN005,$0.01,$0.16,252,0
Inzektor Sword - Zektkaliber (UTR),Ultimate Rare,#ORCS-EN054,$1.99,$4.78,125,0
Doki Doki,Super Rare,#SESL-EN037,$0.35,$0.55,84,0
Consecrated Light,Common / Short Print,#ABPF-EN033,$0.18,$1.82,63,0
Reinforcement of the Army,Super Rare,#DASA-EN053,$0.82,$1.14,96,18
Sky Striker Ace - Hayate,Super Rare,#CYHO-EN047,$0.34,$0.61,155,0
Toon Kingdom (Secret Pharaoh's Rare),Secret Pharaoh’s Rare,#MAMA-EN112,$33.63,$38.08,20,0
Infernity Necromancer,Duel Terminal Normal Parallel Rare,#DT04-EN052,$4.32,$8.46,27,0
Sky Striker Ace - Raye,Ultra Rare,#MAMA-EN004,$0.10,$0.24,304,4
Yubel - Terror Incarnate,Secret Rare,#LCGX-EN198,$1.82,$4.47,70,0
Judgment Dragon (Starfoil),Starfoil Rare,#BATT-EN017,$37.99,$37.99,6,0
Legendary Six Samurai - Shi En (UTR),Ultimate Rare,#STOR-EN041,$18.95,$25.32,67,0
Blue-Eyes Ultimate Dragon,Ultra Rare,#LDS2-EN018,$1.50,$2.92,38,12
"Garoth, Lightsworn Warrior",Super Rare,#TU01-EN002,$6.49,$37.95,25,0
Banisher of the Radiance,Secret Rare,#LCGX-EN225,$1.98,$3.45,58,0
Cyber Revsystem,Super Rare,#MP19-EN118,$0.40,$2.53,119,2
Graceful Dice,Prismatic Secret Rare,#TSC-E002,$15.00,$37.93,6,0
Secrets of Dark Magic,Common / Short Print,#LDS3-EN096,$0.15,$0.21,104,0
Flame Swordsman,Super Rare,#LOB-003,$0.70,$3.61,131,1
Tearlaments Scream,Common / Short Print,#DABL-EN058,$0.01,$0.20,210,0
Serpent Night Dragon,Secret Rare,#SRL-103,$3.00,$8.42,36,3
Blackwing - Gale the Whirlwind,Ultra Rare,#BLCR-EN056,$0.07,$0.29,333,0
Lightning Chidori (UTR),Ultimate Rare,#CBLZ-EN052,$10.20,$12.61,60,0
Lavalval Chain,Secret Rare,#HA07-EN019,$9.77,$12.61,52,0
Traptrix Genlisea,Ultra Rare,#LART-EN056,$0.98,$1.26,52,1
Shaddoll Schism,Prismatic Secret Rare,#MP21-EN152,$0.09,$0.56,243,0
"Nunu, the Ogdoadic Remnant",Super Rare,#ANGU-EN001,$0.11,$0.42,169,0
Rapid Trigger,Common / Short Print,#SDRR-EN023,$0.49,$0.64,33,0
Gold Pride - Nytro Head,Super Rare,#PHHY-EN087,$0.05,$0.32,176,0
Majestic Red Dragon (UTR),Ultimate Rare,#ABPF-EN040,$6.94,$15.09,54,0
Elemental HERO The Shining,Secret Rare,#PRC1-ENV01,$0.99,$1.30,136,0
Floowandereeze and the Magnificent Map,Ultra Rare,#BODE-EN058,$0.15,$0.65,196,0
Ninja Grandmaster Sasuke,Super Rare,#TU07-EN002,$9.00,$12.56,26,0
"Reign-Beaux, Overking of Dark World",Ultra Rare,#SR13-EN001,$0.25,$0.48,117,0
Ninja Grandmaster Sasuke,Super Rare,#TU07-EN002,$9.00,$12.56,26,0
"Yazi, Evil of the Yang Zing",Secret Rare,#NECH-EN051,$2.00,$4.43,54,0
Token: Ojama (Yellow),Super Rare,#TKN4-EN008,$28.96,$37.63,12,0
Foolish Burial,Common / Short Print,#SDSH-EN029,$0.74,$1.32,91,66
Stellarknight Delteros,Secret Rare,#MP15-EN098,$0.50,$3.27,36,0
Vampire's Domain,Secret Rare,#DASA-EN009,$0.60,$1.09,109,0
Frog The Jam,Common / Short Print,#MP1-004,$0.92,$7.52,61,0
Mirror Force (Secret Pharaoh's Rare),Secret Pharaoh’s Rare,#MAMA-EN115,$77.79,$75.18,19,0
Black Whirlwind,Common / Short Print,#LED3-EN032,$0.30,$0.67,49,0
"Luster Pendulum, the Dracoslayer",Super Rare,#CORE-EN025,$0.75,$2.68,112,0
Book of Lunar Eclipse,Secret Rare,#LIOV-EN064,$0.60,$1.21,106,0
King Tiger Wanghu,Common / Short Print,#DB2-EN207,$1.75,$3.41,41,0
Exarion Universe,Secret Rare,#DR04-EN243,$54.83,$74.99,30,0
Soul of Purity and Light,Common / Short Print,#SDLS-EN016,$0.29,$1.53,23,0
Level Limit - Area B,Common / Short Print,#SD3-EN024,$0.55,$1.47,109,0
Alligator's Sword,Rare,#WCPP-EN007,$46.83,$74.95,2,0
Neo-Spacian Flare Scarab (UTR),Ultimate Rare,#POTD-EN004,$13.50,$74.92,28,0
Crimson Blader,Super Rare,#AP04-EN008,$7.22,$7.49,37,0
Ninja Grandmaster Sasuke,Rare,#SOD-EN019,$0.60,$2.14,103,0
Armityle the Chaos Phantasm - Phantom of Fury,Ultra Rare,#PHRA-EN035,$0.29,$0.72,134,0
Sengenjin,Super Rare,#WCS-EN403,$12.99,$24.94,44,0
Toon Summoned Skull,Ultra Rare,#SRL-073,$13.27,$14.96,19,0
Hydrogeddon,Super Rare,#CP04-EN005,$14.00,$24.93,28,0
Archfiend Eccentrick,Common / Short Print,#YS16-EN015,$1.60,$3.93,94,0
Gaia The Fierce Knight,Ultra Rare,#LOB-EN006,$8.00,$10.66,12,2
Royal Oppression,Common / Short Print,#CP08-EN013,$6.00,$12.43,19,0
Gladiator Beast War Chariot,Rare,#RYMP-EN113,$1.10,$2.33,82,0
Fluffal Bear,Common / Short Print,#NECH-EN016,$0.59,$0.69,130,0
Spirit of the Pharaoh,Ultra Rare,#AST-062,$2.15,$6.21,95,0
Flamvell Uruquizas,Secret Rare,#HA01-EN024,$0.61,$1.91,58,0
Cyber Dragon (Alternate Art),Secret Rare,#LCGX-EN176,$3.78,$5.32,87,0
Dark Magician,Common / Short Print,#LEDD-ENA01,$0.20,$0.51,123,437
Starving Venom Fusion Dragon,Super Rare,#FIGA-EN060,$0.49,$1.22,127,4
Goyo Guardian,Duel Terminal Super Parallel Rare,#DT01-EN087,$6.93,$12.38,16,0
Shared Ride,Rare,#MAGO-EN079,$0.25,$0.55,78,0
Cyber Emergency,Super Rare,#GEIM-EN042,$0.15,$0.57,231,3
Harpie Lady,Super Rare,#LCJW-EN082,$0.98,$1.95,89,6
Shiranui Shogunsaga,Ultra Rare,#BOSH-EN054,$1.19,$1.90,54,0
Spell Shattering Arrow,Ultimate Rare,#AP07-EN003,$14.39,$24.69,35,0
Premature Burial,Ultra Rare,#PSV-EN037,$7.00,$7.40,9,2
Prank-Kids Rip-Roarin-Roaster,Secret Rare,#HISU-EN022,$0.50,$1.45,92,0
Destrudo the Lost Dragon's Frisson,Common / Short Print,#OP19-EN023,$0.52,$0.87,98,0
Judgment Dragon,Ultra Rare,#DUSA-EN070,$1.25,$2.31,38,4
Ghost Meets Girl - A Shiranui's Story,Ultra Rare,#SAST-EN063,$0.90,$1.68,94,0
Time Thief Adjuster,Ultra Rare,#GFTP-EN012,$0.49,$1.12,153,0
Harmonizing Magician,Ultra Rare,#PEVO-EN010,$0.45,$0.89,103,0
Xtra HERO Cross Crusader,Rare,#DANE-EN045,$0.80,$1.23,60,0
Infernity Doom Dragon (UTR),Ultimate Rare,#TSHD-EN042,$11.99,$18.45,39,0
"Bluebeard, the Plunder Patroll Shipwright",Ultra Rare,#GFP2-EN093,$0.09,$0.45,160,0
Spined Gillman,Rare,#BP03-EN059,$0.40,$2.05,31,0
Dark Honest,Secret Rare,#LIOV-EN022,$0.98,$2.46,92,0
Gladiator Beast Darius,Secret Rare,#LCGX-EN244,$3.99,$6.15,52,0
Number 61: Volcasaurus,Gold Rare,#PGL3-EN073,$1.00,$1.57,56,0
Destiny End Dragoon (UTR),Ultimate Rare,#LODT-EN042,$9.59,$18.42,65,0
Dark Magician,Common / Short Print,#LDK2-ENY10,$1.12,$1.99,55,437
Change of Heart,Ultra Rare,#MRD-EN060,$5.95,$6.69,19,10
Doppelwarrior,Ultra Rare,#GFP2-EN102,$0.10,$0.57,134,0
Number 12: Crimson Shadow Armor Ninja (UTR),Ultimate Rare,#ORCS-EN042,$1.95,$5.25,63,0
Dinowrestler Pankratops,Rare,#ANGU-EN046,$0.14,$0.22,196,3
Zombie Necronize,Common / Short Print,#SR07-EN023,$1.22,$3.34,50,0
Darklord Ixchel,Secret Rare,#DESO-EN030,$3.57,$6.68,59,0
Red Nova,Secret Rare,#DRL3-EN017,$0.32,$0.79,77,1
Cyber Jar,Rare,#SRL-EN077,$0.80,$1.79,21,0
Fusion Deployment,Ultra Rare,#ETCO-EN071,$1.29,$2.62,54,12
Skill Drain,Rare,#DCR-049,$1.00,$1.93,284,42
Necrovalley,Super Rare,#DR1-EN032,$1.99,$5.64,77,14
Forbidden Lance,Gold Rare,#PGLD-EN048,$0.51,$3.49,56,0
Super Quantal Mech Beast Grampulse,Rare,#WIRA-EN034,$1.20,$2.22,64,0
Despian Quaeritis,Ultra Rare,#DAMA-EN034,$0.45,$1.70,147,9
Red Resonator,Common / Short Print,#HSRD-EN016,$0.94,$1.49,47,3
Number 91: Thunder Spark Dragon (UTR),Ultimate Rare,#REDU-EN098,$3.95,$8.11,38,0
TiSolfachord Beautia (CR),Collector's Rare,#ANGU-EN020,$22.98,$24.33,22,0
Artifact Lancea,Common / Short Print,#DUEA-EN034,$0.40,$0.76,182,3
Muddy Mudragon,Rare,#DANE-EN081,$0.58,$0.64,90,0
Number 62: Galaxy-Eyes Prime Photon Dragon,Common / Short Print,#LDS2-EN053,$0.25,$0.64,53,2
King of the Swamp,Common / Short Print,#LCYW-EN256,$0.88,$2.70,108,12
Book of Moon,Common / Short Print,#YS17-EN025,$0.62,$0.81,62,78
"Lyna the Light Charmer, Lustrous",Ultra Rare,#MP22-EN089,$0.04,$0.31,257,0
Lady Debug,Super Rare,#SDPL-EN005,$0.39,$2.35,95,0
Jester Confit,Super Rare,#ANPR-EN009,$1.43,$6.07,118,0
Bujintei Tsukuyomi (UTR),Ultimate Rare,#LVAL-EN054,$2.89,$6.62,88,0
Piri Reis Map,Secret Rare,#BROL-EN023,$0.14,$0.52,214,0
Messenger of Peace,Super Rare,#SRL-EN102,$2.97,$3.03,31,0
Skyscraper,Super Rare,#CRV-EN048,$0.46,$4.04,145,1
Metal Reflect Slime (UTR),Ultimate Rare,#PTDN-EN094,$5.99,$18.17,79,0
Dark Horus,Ultra Rare,#PTDN-EN016,$2.98,$5.59,50,0
Amazoness Queen (Secret Rare),Secret Rare,#SGX3-END01,$1.62,$1.73,46,0
"Dogmatika Fleurdelis, the Knighted",Ultra Rare,#MP21-EN104,$0.08,$0.27,232,1
Fiber Jar,Ultra Rare,#LOD-056,$2.25,$6.60,137,0
Elemental Hero Wild Wingman (UTR),Ultimate Rare,#EOJ-EN035,$17.99,$72.60,34,0
Celestial Knightlord Parshath,Ultra Rare,#DUOV-EN002,$0.49,$1.25,101,0
"Shinato, King of a Higher Plane",Ultra Rare,#DCR-EN016,$5.00,$9.06,15,0
Condemned Witch,Secret Rare,#SOFU-EN028,$2.00,$3.02,99,0
Glife the Phantom Bird,Secret Rare,#BLRR-EN008,$1.18,$2.07,62,0
Double Iris Magician,Ultra Rare,#PEVO-EN003,$0.30,$1.02,147,0
Topologic Trisbaena,Ultra Rare,#MP19-EN019,$0.75,$1.39,87,1
Wind-Up Rabbit,Secret Rare,#PHSW-EN083,$2.26,$4.25,77,0
Amazoness Chain Master,Ultra Rare,#SP1-EN002,$0.40,$5.16,100,0
Number 46: Dragluon (UTR),Ultimate Rare,#SHSP-EN050,$9.25,$12.04,71,0
"Tytannial, Princess of Camellias (UTR)",Ultimate Rare,#CSOC-EN029,$14.98,$18.05,31,0
Evolzar Laggia,Ultra Rare,#PHSW-EN043,$1.99,$3.28,88,4
Kuribah,Ultra Rare,#BROL-EN001,$0.19,$0.44,162,1
Viper's Grudge,Ultra Rare,#BLMR-EN022,$0.05,$0.11,180,1
Helpoemer,Ultra Rare,#PGD-058,$0.68,$5.55,138,0
Celestial Apparatus Tesea,Ultra Rare,#BLMR-EN068,$0.05,$0.14,158,1
Red-Eyes Wyvern,Common / Short Print,#SGX3-ENB06,$0.40,$0.45,34,0
Banisher of the Radiance,Super Rare,#DR04-EN202,$22.99,$36.00,21,0
Elemental HERO Flame Wingman (UTR),Ultimate Rare,#TLM-EN035,$21.99,$35.99,29,0
Behemoth the King of All Animals (UTR),Ultimate Rare,#FET-EN014,$4.99,$17.99,24,0
Clear Wing Synchro Dragon (UTR),Ultimate Rare,#CROS-EN046,$8.58,$11.99,51,0
"Ascator, Dawnwalker",Ultra Rare,#LDS3-EN050,$0.40,$0.58,138,0
Void Imagination,Super Rare,#CORE-EN063,$0.99,$4.79,71,0
Quickdraw Synchron,Ultra Rare,#LC5D-EN013,$2.25,$5.52,71,0
Qliphort Helix,Super Rare,#NECH-EN023,$2.39,$2.99,57,0
Red-Eyes Black Flare Dragon,Common / Short Print,#LDK2-ENJ02,$0.59,$1.01,126,0
Myutant Evolution Lab,Ultra Rare,#PHRA-EN092,$0.58,$1.28,99,0
"Dunnell, the Noble Arms of Light",Ultra Rare,#BLMR-EN094,$0.05,$0.14,164,1
Chimeratech Fortress Dragon (Starfoil),Starfoil Rare,#BATT-EN015,$71.69,$71.66,7,0
Cyberse Quantum Dragon,Prismatic Secret Rare,#MP20-EN018,$0.65,$1.79,89,0
Cyberse Quantum Dragon,Prismatic Secret Rare,#MP20-EN018,$0.65,$1.79,89,0
Nine Pillars of Yang Zing,Ultra Rare,#GFP2-EN171,$0.06,$0.23,217,0
White Relic of Dogmatika,Super Rare,#BACH-EN035,$0.14,$0.23,235,1
The Winged Dragon of Ra (JMPS-EN006),Ultra Rare,#JMPS-EN006,$9.99,$23.84,43,0
Unchained Twins - Aruha,Common / Short Print,#MP20-EN152,$0.24,$0.65,77,0
Volcanic Queen,Common / Short Print,#LODT-EN005,$0.59,$1.30,60,0
Gladiator Beast Laquari,Secret Rare,#RYMP-EN096,$1.49,$2.38,59,0
Magical Musketeer Max,Ultra Rare,#BLHR-EN052,$0.49,$1.05,89,0
Elemental HERO Nova Master (UTR),Ultimate Rare,#GENF-EN093,$7.79,$14.28,55,0
Red Dragon Archfiend/Assault Mode,Ultra Rare,#CRMS-EN004,$7.86,$11.90,40,0
Blackwing Armed Wing,Gold Rare,#GLD3-EN039,$1.00,$2.55,17,0
Enemy Controller,Duel Terminal Rare Parallel Rare,#DT02-EN040,$14.98,$11.90,9,0
Trade-In,Super Rare,#DESO-EN051,$1.07,$3.10,57,0
"Uria, Lord of Searing Flames",Prismatic Secret Rare,#MP21-EN252,$0.20,$0.66,162,0
Last Turn,Ultra Rare,#LOD-099,$1.50,$5.48,141,2
Blackwing Full Armor Master,Ultra Rare,#BLCR-EN064,$0.03,$0.20,364,0
Dark Paladin (Duel Terminal),Duel Terminal Technology Ultra Rare,#HAC1-EN018,$0.27,$0.80,160,0
Gigaplant,Ultra Rare,#DUOV-EN062,$0.06,$0.28,187,0
Daigusto Emeral,Secret Rare,#HA07-EN020,$3.50,$6.46,61,2
Terraforming,Common / Short Print,#LEHD-ENA25,$0.25,$0.29,92,56
Rokket Tracer,Premium Gold Rare,#MGED-EN020,$0.10,$0.29,206,2
Alluring Mirror Split,Ultra Rare,#LART-EN028,$1.12,$2.63,59,0
Heavy Storm,Gold Rare,#GLD1-EN031,$3.92,$7.10,34,7
Vera the Vernusylph Goddess,Ultra Rare,#DABL-EN025,$0.07,$0.50,213,0
Sky Striker Ace - Roze,Premium Gold Rare,#MGED-EN021,$0.24,$0.42,172,0
Earthbound Immortal Wiraqocha Rasca (UTR),Ultimate Rare,#SOVR-EN026,$6.90,$17.72,51,0
Legendary Knight Timaeus,Secret Rare,#DRLG-EN001,$2.99,$6.43,64,0
S-Force Chase,Ultra Rare,#LIOV-EN077,$0.65,$1.01,51,0
"Harr, Generaider Boss of Storms",Super Rare,#ETCO-EN027,$0.70,$1.01,74,0
Ghost Reaper & Winter Cherries,Secret Rare,#MP17-EN022,$0.98,$1.86,120,0
Power Bond,Secret Rare,#LCGX-EN184,$6.48,$8.83,73,0
Puppet Pawn,Ultra Rare,#BLMR-EN015,$0.06,$0.11,168,1
Labrynth Cooclock,Rare,#TAMA-EN020,$0.05,$0.20,246,0
Limiter Removal,Super Rare,#PSV-064,$0.20,$1.68,267,0
SPYRAL GEAR - Drone,Super Rare,#OP13-EN011,$0.44,$0.72,63,0
Ojamassimilation,Rare,#LED2-EN022,$1.67,$1.72,20,0
Madolche Petingcessoeur,Ultra Rare,#GFTP-EN091,$0.18,$0.75,186,0
Number 64: Ronin Raccoon Sandayu,Rare,#SHSP-EN051,$1.30,$2.35,152,0
Dragonmaid Downtime,Super Rare,#MYFI-EN026,$0.30,$0.81,92,0
Foolish Burial (Secret),Secret Rare,#SBCB-EN139,$7.00,$10.06,30,0
Super Quantum Red Layer,Super Rare,#OP14-EN006,$0.99,$1.53,70,0
Blackwing - Nothung the Starlight,Gold Secret Rare,#PGL2-EN013,$1.39,$2.01,92,0
Satellite Synchron,Super Rare,#LED6-EN025,$0.35,$1.05,110,1
Mystical Sheep #1,Rare,#TP2-013,$9.75,$23.42,13,0
Gamma The Electromagnet Warrior,Super Rare,#SDMY-EN003,$2.14,$2.70,45,0
B. Skull Dragon,Super Rare,#DB1-EN153,$1.21,$14.03,48,0
Mystical Space Typhoon,Super Rare,#DB1-EN031,$1.50,$11.69,38,0
Galaxy Soldier,Ultra Rare,#DUPO-EN062,$1.21,$1.71,78,0
Dramaturge of Despia,Prismatic Secret Rare,#MP22-EN124,$0.18,$0.32,262,0
Ancient Gear Megaton Golem,Super Rare,#LED2-EN031,$4.00,$4.38,27,0
The Legendary Fisherman,Ultra Rare,#PSV-EN076,$3.74,$4.67,28,0
Kozmo Farmgirl,Ultra Rare,#CORE-EN082,$2.45,$4.12,42,0
Dark Grepher (PTDN-ENSP1),Super Rare,#PTDN-ENSP1,$2.21,$10.00,30,0
Metalmorph,Super Rare,#WP11-EN020,$55.98,$69.99,8,0
La Jinn the Mystical Genie of the Lamp,Super Rare,#RP01-EN085,$49.89,$69.99,20,0
Official Judge Token: TKN4-EN035,Super Rare,#TKN4-EN035,$69.98,$69.99,2,0
Blue-Eyes White Dragon (Blue),Rare,#DL09-EN001,$24.99,$69.95,20,0
Neo-Spacian Dark Panther (UTR),Ultimate Rare,#POTD-EN005,$28.99,$69.95,27,0
Number 20: Giga-Brilliant,Ultimate Rare,#ZTIN-ENV02,$0.29,$0.92,228,0
Scarlight Red Dragon Archfiend,Secret Rare,#DOCS-EN046,$7.01,$9.97,33,3
Gandora the Dragon of Destruction,Ultra Rare,#JUMP-EN028,$0.79,$4.36,101,0
Hot Red Dragon Archfiend Abyss,Ultra Rare,#DUPO-EN057,$0.24,$0.93,202,0
Icarus Attack,Common / Short Print,#OP14-EN024,$0.69,$0.83,53,0
Blackwing - Sirocco the Dawn,Ultra Rare,#BLCR-EN058,$0.07,$0.24,317,0
Volcanic Scattershot,Common / Short Print,#AP07-EN017,$1.78,$3.03,38,2
Dragunity Legatus,Ultra Rare,#GFTP-EN037,$0.74,$1.34,112,0
Alpha The Electromagnet Warrior,Super Rare,#SDMY-EN001,$1.90,$2.68,52,0
Crackdown,Prismatic Secret Rare,#MP20-EN084,$0.75,$1.29,116,0
Odd-Eyes Vortex Dragon,Secret Rare,#MP16-EN139,$0.50,$2.11,66,1
Ghost Mourner & Moonlit Chill,Premium Gold Rare,#MGED-EN023,$0.20,$0.59,154,0
Gorz the Emissary of Darkness,Common / Short Print,#OP19-EN017,$0.30,$0.58,62,0
Photon Lead,Common / Short Print,#PHSW-EN051,$0.20,$0.49,153,0
Red Reboot,Prismatic Secret Rare,#MP19-EN046,$0.98,$1.83,89,1
Tsukuyomi,Rare,#DCR-EN075,$0.98,$1.22,41,0
Mikanko Fire Dance,Super Rare,#AMDE-EN030,$0.08,$0.23,192,0
Elemental HERO Plasma Vice,Secret Rare,#CT04-EN006,$1.46,$4.96,85,0
Jet Synchron,Common / Short Print,#LED6-EN030,$0.25,$0.39,165,2
Archfiend Black Skull Dragon (UTR),Ultimate Rare,#CORE-EN048,$12.20,$17.34,43,0
Toon Bookmark,Ultra Rare,#TOCH-EN003,$1.61,$3.85,116,2
Wattgiraffe,Super Rare,#TSHD-EN025,$0.25,$1.05,66,0
Dark Magician,Secret Rare,#LCYW-EN001,$2.60,$7.70,71,437
Assault Blackwing - Raikiri the Rain Shower (UTR),Ultimate Rare,#DOCS-EN047,$14.16,$11.54,41,0
Void Vanishment,Super Rare,#CROS-EN061,$1.99,$3.46,98,0
Trident Dragion,Secret Rare,#LC5D-EN237,$2.99,$3.46,29,0
Blue-Eyes White Dragon,Ultra Rare,#DPBC-EN016,$3.75,$9.88,34,42
Number 82: Heartlandraco,Gold Secret Rare,#PGLD-EN025,$1.79,$2.47,85,0
Number S39: Utopia Prime,Super Rare,#MP16-EN043,$1.73,$2.16,83,0
Number 103: Ragnazero,Rare,#PRIO-EN042,$1.20,$1.77,71,0
Unexpected Dai,Rare,#MAGO-EN151,$0.35,$0.50,104,0
Eater of Millions,Ultra Rare,#BLRR-EN078,$0.48,$1.15,77,0
White Hole,Super Rare,#TP1-005,$60.00,$68.99,14,0
Dandylion,Ultra Rare,#DUSA-EN059,$1.23,$1.97,52,0
Evilswarm Ophion,Duel Terminal Super Parallel Rare,#DT07-EN091,$8.24,$13.79,20,0
Dark Magician of Chaos,Ultra Rare,#DR2-EN066,$12.50,$68.93,18,0
Battle Fader,Duel Terminal Normal Parallel Rare,#DT06-EN015,$1.80,$2.87,20,4
Dark Bribe,Common / Short Print,#YS17-EN040,$0.25,$0.82,126,0
Nimble Beaver,Common / Short Print,#EGO1-EN018,$0.50,$0.62,103,0
Witchcrafter Madame Verre,Secret Rare,#INCH-EN019,$12.24,$17.18,25,0
Speedroid Ultra Hound,Super Rare,#LED8-EN003,$0.14,$0.68,166,0
Ghost Ogre & Snow Rabbit,Super Rare,#CT13-EN012,$0.50,$1.09,144,24
Union Carrier,Ultra Rare,#DUOV-EN009,$1.50,$2.64,109,1
Sage with Eyes of Blue (Purple),Ultra Rare,#LDS2-EN011,$3.75,$5.28,28,0
The Melody of Awakening Dragon,Ultra Rare,#LDK2-ENK26,$0.05,$1.46,243,2
Terraforming,Common / Short Print,#SDCH-EN024,$0.29,$0.35,72,56
Golden Bamboo Sword,Super Rare,#SHVA-EN054,$0.35,$0.70,92,0
Harmonizing Magician,Ultra Rare,#PEVO-EN010,$0.45,$0.89,103,0
Cipher Soldier,Common / Short Print,#OP03-EN016,$1.90,$3.11,16,0
Heavenly Zephyr - Miradora,Secret Rare,#BLVO-EN029,$0.49,$1.29,132,0
Number 52: Diamond Crab King,Secret Rare,#WIRA-EN050,$2.37,$4.88,19,0
Freed the Brave Wanderer,Super Rare,#IOC-014,$0.49,$1.22,90,1
Gorz the Emissary of Darkness,Gold Rare,#PGL2-EN081,$1.00,$2.07,53,0
Swordsoul of Taia,Super Rare,#BODE-EN004,$0.23,$0.35,165,0
Terraforming,Rare,#MAGO-EN141,$0.36,$0.62,77,56
Pot of Greed,Common / Short Print,#SD4-EN018,$0.89,$2.84,73,77
T.G. Hyper Librarian,Common / Short Print,#OP10-EN018,$0.80,$0.96,51,0
Glow-Up Bulb,Secret Rare,#LC5D-EN092,$10.95,$22.71,50,0
"Hamon, Lord of Striking Thunder",Secret Rare,#CT03-EN006,$0.78,$7.57,102,0
Double Summon,Ultra Rare,#LCKC-EN091,$2.00,$2.96,50,0
Soul Drain,Super Rare,#AP04-EN013,$3.00,$5.67,69,3
Toon Page-Flip,Ultra Rare,#TOCH-EN004,$1.58,$3.58,105,0
XX-Saber Faultroll,Super Rare,#ANPR-EN035,$1.97,$8.50,37,0
Destiny Draw,Ultra Rare,#DP05-EN020,$1.99,$4.00,110,1
Additional Mirror Level 7,Ultra Rare,#BLMR-EN047,$0.01,$0.11,179,1
Blackwing - Vayu the Emblem of Honor,Ultra Rare,#ANPR-EN005,$5.19,$16.98,88,0
Blue-Eyes Chaos MAX Dragon,Ultra Rare,#MVP1-EN004,$1.68,$2.19,78,4
Union Hangar (Secret),Secret Rare,#SBCB-EN077,$1.45,$2.61,35,0
Sky Striker Ace - Zeke,Ultra Rare,#MAMA-EN008,$0.09,$0.23,267,0
Swords of Concealing Light (UTR),Ultimate Rare,#FET-EN042,$9.74,$67.80,84,0
Debunk,Secret Rare,#LC5D-EN255,$2.00,$5.21,40,0
"Raviel, Lord of Phantasms",Secret Rare,#CT03-EN003,$0.45,$4.23,132,0
Mystical Space Typhoon,Common / Short Print,#LEHD-ENB23,$0.43,$1.65,78,0
Erebus the Underworld Monarch,Ultra Rare,#SR01-EN001,$0.99,$1.38,116,0
Ceremonial Bell,Super Rare,#AC18-EN001,$0.14,$0.26,61,0
World Legacy Monstrosity,Prismatic Secret Rare,#MP20-EN076,$0.65,$1.57,83,0
